petition_id,abstract_length,label_length,numberOfSignatures
6077,19,5,60
6078,18,9,60
6079,43,10,60
6080,47,13,60
6081,48,4,60
6082,50,13,60
6083,61,16,60
6084,26,14,60
6085,49,12,60
6086,52,7,60
6087,55,6,60
6088,57,11,60
6089,44,9,60
6090,41,10,60
6091,54,16,60
6092,58,12,60
6093,42,12,60
6094,45,8,60
6095,45,10,60
6096,49,13,60
6097,48,11,60
6098,37,9,60
6099,47,13,60
6100,44,13,60
6101,49,8,60
6102,44,10,60
6103,43,11,60
6104,33,16,60
6105,32,14,60
6106,20,16,59
6107,30,12,59
6108,44,7,59
6109,56,15,59
6110,14,11,59
6111,55,11,59
6112,48,9,59
6113,47,11,59
6114,33,9,59
6115,50,11,59
6116,51,13,59
6117,48,15,59
6118,46,11,59
6119,42,13,59
6120,47,12,59
6121,51,15,59
6122,47,12,59
6123,48,14,59
6124,40,11,59
6125,52,16,59
6126,54,14,59
6127,34,9,59
6128,41,10,59
6129,43,11,59
6130,50,12,59
6131,51,13,59
6132,48,15,59
6133,56,12,59
6134,48,14,59
6135,42,13,59
6136,25,9,59
6137,50,13,59
6138,43,4,59
6139,56,12,59
6140,47,10,59
6141,41,3,59
6142,50,4,59
6143,44,7,59
6144,39,12,59
6145,48,11,59
6146,42,8,59
6147,22,7,59
6148,36,10,59
6149,50,12,59
6150,42,12,59
6151,41,8,59
6152,47,10,59
6153,51,12,59
6154,55,14,59
6155,47,10,59
6156,48,7,59
6157,54,9,58
6158,60,16,58
6159,50,13,58
6160,41,13,58
6161,51,13,58
6162,47,7,58
6163,44,11,58
6164,52,13,58
6165,48,7,58
6166,49,10,58
6167,37,12,58
6168,46,12,58
6169,52,8,58
6170,47,10,58
6171,53,13,58
6172,55,12,58
6173,48,11,58
6174,45,10,58
6175,49,8,58
6176,42,11,58
6177,49,5,58
6178,60,15,58
6179,32,5,58
6180,53,11,58
6181,48,13,58
6182,42,7,58
6183,44,12,58
6184,49,11,58
6185,30,11,58
6186,55,6,58
6187,49,12,58
6188,29,13,58
6189,45,9,58
6190,55,15,58
6191,34,12,58
6192,52,16,58
6193,32,11,58
6194,57,15,57
6195,31,14,57
6196,37,5,57
6197,37,11,57
6198,17,13,57
6199,49,10,57
6200,55,14,57
6201,44,7,57
6202,49,8,57
6203,48,11,57
6204,50,9,57
6205,50,13,57
6206,43,12,57
6207,45,10,57
6208,52,8,57
6209,37,11,57
6210,40,12,57
6211,55,15,57
6212,49,9,57
6213,46,10,57
6214,50,8,57
6215,32,11,57
6216,51,14,57
6217,43,8,57
6218,25,12,57
6219,41,12,57
6220,43,11,57
6221,18,9,57
6222,32,7,57
6223,29,13,57
6224,40,13,57
6225,48,12,57
6226,50,9,57
6227,51,12,57
6228,31,13,57
6229,55,15,57
6230,46,10,57
6231,29,12,57
6232,9,11,57
6233,33,4,57
6234,35,11,56
6235,48,10,56
6236,49,8,56
6237,50,13,56
6238,57,9,56
6239,29,11,56
6240,35,11,56
6241,40,12,56
6242,39,12,56
6243,47,11,56
6244,31,5,56
6245,48,13,56
6246,48,6,56
6247,17,10,56
6248,22,12,56
6249,33,4,56
6250,52,13,56
6251,35,12,56
6252,48,11,56
6253,46,9,56
6254,43,13,56
6255,20,7,56
6256,51,14,56
6257,54,16,56
6258,52,16,56
6259,41,11,56
6260,48,13,56
6261,38,13,56
6262,43,11,56
6263,28,9,56
6264,52,14,56
6265,49,13,56
6266,43,6,56
6267,48,15,56
6268,58,8,55
6269,46,11,55
6270,38,11,55
6271,50,16,55
6272,44,4,55
6273,26,10,55
6274,47,8,55
6275,55,13,55
6276,44,8,55
6277,52,13,55
6278,50,13,55
6279,48,8,55
6280,32,9,55
6281,42,13,55
6282,43,7,55
6283,17,15,55
6284,28,12,55
6285,30,11,55
6286,53,13,55
6287,45,8,55
6288,44,12,55
6289,37,9,55
6290,53,9,55
6291,42,7,55
6292,54,9,55
6293,49,10,55
6294,44,11,55
6295,48,11,55
6296,43,10,55
6297,48,11,55
6298,52,10,55
6299,38,12,55
6300,36,16,55
6301,50,10,55
6302,54,14,55
6303,47,7,55
6304,36,12,55
6305,22,10,55
6306,19,8,55
6307,58,11,55
6308,39,13,55
6309,46,11,55
6310,45,9,55
6311,54,12,55
6312,46,13,55
6313,27,7,55
6314,47,12,55
6315,29,8,55
6316,53,13,55
6317,31,6,55
6318,46,14,55
6319,50,14,55
6320,44,8,55
6321,52,13,54
6322,18,11,54
6323,44,13,54
6324,39,11,54
6325,51,16,54
6326,57,10,54
6327,37,10,54
6328,46,11,54
6329,52,13,54
6330,52,7,54
6331,51,10,54
6332,46,12,54
6333,31,9,54
6334,30,7,54
6335,41,16,54
6336,47,15,54
6337,48,11,54
6338,16,12,54
6339,46,9,54
6340,44,10,54
6341,54,11,54
6342,48,13,54
6343,49,12,54
6344,47,12,54
6345,39,6,54
6346,50,11,54
6347,41,11,54
6348,50,16,54
6349,40,14,54
6350,50,12,54
6351,49,9,54
6352,51,14,54
6353,50,14,54
6354,49,10,54
6355,46,8,54
6356,45,10,54
6357,47,12,54
6358,49,15,54
6359,52,12,54
6360,51,4,53
6361,48,13,53
6362,44,10,53
6363,48,11,53
6364,49,12,53
6365,32,6,53
6366,39,9,53
6367,35,11,53
6368,46,10,53
6369,53,14,53
6370,41,13,53
6371,49,8,53
6372,52,8,53
6373,54,6,53
6374,30,12,53
6375,52,10,53
6376,51,13,53
6377,47,13,53
6378,47,12,53
6379,7,7,53
6380,48,10,53
6381,52,15,53
6382,50,8,53
6383,37,8,53
6384,28,10,53
6385,56,12,53
6386,43,11,53
6387,39,9,53
6388,41,9,53
6389,52,9,53
6390,51,12,53
6391,48,14,53
6392,54,14,53
6393,52,9,53
6394,57,11,53
6395,44,7,53
6396,31,15,53
6397,41,11,53
6398,40,11,53
6399,48,12,53
6400,46,14,53
6401,50,11,53
6402,48,6,53
6403,46,12,53
6404,43,12,53
6405,37,5,53
6406,42,10,53
6407,42,10,53
6408,56,15,53
6409,52,10,53
6410,56,15,53
6411,47,12,53
6412,48,11,53
6413,56,11,53
6414,45,12,53
6415,38,11,53
6416,47,12,53
6417,55,12,53
6418,48,10,53
6419,47,12,53
6420,51,11,53
6421,50,5,53
6422,48,15,53
6423,55,11,53
6424,35,7,52
6425,38,10,52
6426,66,16,52
6427,49,14,52
6428,48,12,52
6429,55,15,52
6430,42,9,52
6431,59,10,52
6432,52,9,52
6433,43,11,52
6434,41,13,52
6435,47,8,52
6436,51,8,52
6437,48,4,52
6438,54,14,52
6439,40,10,52
6440,46,14,52
6441,46,11,52
6442,48,7,52
6443,47,8,52
6444,51,13,52
6445,43,12,52
6446,62,9,52
6447,33,11,52
6448,46,13,52
6449,47,14,52
6450,26,11,52
6451,28,13,52
6452,50,10,52
6453,53,15,52
6454,37,11,52
6455,48,13,52
6456,50,10,52
6457,50,13,52
6458,41,7,52
6459,42,15,52
6460,46,14,52
6461,56,10,52
6462,46,9,52
6463,43,7,52
6464,48,10,52
6465,49,14,52
6466,46,7,52
6467,49,12,52
6468,26,11,52
6469,49,11,52
6470,48,11,52
6471,39,8,52
6472,50,9,52
6473,53,10,52
6474,54,13,52
6475,43,9,52
6476,46,12,52
6477,34,14,51
6478,33,5,51
6479,52,11,51
6480,54,6,51
6481,40,7,51
6482,39,12,51
6483,25,7,51
6484,51,10,51
6485,54,11,51
6486,53,14,51
6487,22,10,51
6488,50,14,51
6489,46,11,51
6490,49,11,51
6491,56,13,51
6492,55,13,51
6493,29,11,51
6494,32,12,51
6495,43,11,51
6496,51,13,51
6497,57,10,51
6498,44,16,51
6499,55,12,51
6500,48,6,51
6501,22,10,51
6502,46,10,51
6503,21,8,51
6504,50,13,51
6505,28,7,51
6506,53,13,51
6507,50,17,51
6508,49,13,51
6509,49,16,51
6510,45,14,51
6511,44,10,51
6512,42,11,51
6513,34,11,51
6514,54,11,50
6515,42,10,50
6516,49,12,50
6517,50,7,50
6518,53,13,50
6519,34,13,50
6520,27,12,50
6521,40,10,50
6522,47,13,50
6523,52,14,50
6524,48,12,50
6525,31,13,50
6526,27,12,50
6527,42,13,50
6528,39,13,50
6529,25,10,50
6530,42,12,50
6531,47,12,50
6532,45,11,50
6533,43,12,50
6534,48,7,50
6535,46,9,50
6536,48,9,50
6537,53,11,50
6538,46,13,50
6539,30,13,50
6540,42,10,50
6541,45,8,50
6542,50,13,50
6543,39,13,50
6544,59,11,50
6545,54,10,50
6546,46,11,50
6547,34,13,50
6548,35,11,50
6549,56,13,50
6550,45,10,50
6551,41,12,50
6552,48,14,50
6553,16,7,50
6554,52,13,50
6555,50,12,50
6556,55,13,50
6557,57,13,50
6558,52,13,50
6559,48,4,50
6560,44,11,50
6561,39,9,50
6562,45,9,50
6563,39,13,50
6564,50,11,50
6565,38,12,50
6566,49,11,50
6567,49,7,50
6568,35,10,50
6569,44,7,50
6570,48,8,50
6571,28,16,50
6572,52,7,49
6573,52,11,49
6574,28,4,49
6575,38,11,49
6576,56,10,49
6577,30,10,49
6578,17,10,49
6579,47,15,49
6580,54,13,49
6581,51,4,49
6582,53,12,49
6583,42,8,49
6584,51,13,49
6585,30,13,49
6586,50,15,49
6587,45,9,49
6588,47,10,49
6589,62,16,49
6590,56,15,49
6591,47,11,49
6592,54,15,49
6593,28,8,49
6594,52,13,49
6595,37,11,49
6596,56,6,49
6597,30,12,49
6598,49,12,49
6599,49,10,49
6600,39,11,49
6601,42,13,49
6602,16,7,49
6603,49,6,49
6604,49,12,49
6605,36,8,49
6606,52,10,49
6607,23,13,49
6608,51,8,49
6609,47,12,49
6610,49,15,49
6611,48,11,49
6612,34,11,49
6613,47,12,49
6614,32,8,49
6615,46,12,49
6616,52,17,49
6617,44,11,49
6618,53,12,49
6619,13,14,49
6620,46,13,49
6621,51,13,49
6622,35,7,49
6623,55,9,48
6624,49,2,48
6625,51,12,48
6626,46,14,48
6627,28,7,48
6628,33,10,48
6629,46,11,48
6630,59,11,48
6631,42,11,48
6632,48,11,48
6633,15,6,48
6634,47,11,48
6635,20,11,48
6636,34,13,48
6637,47,4,48
6638,42,10,48
6639,42,12,48
6640,34,12,48
6641,48,11,48
6642,49,14,48
6643,35,6,48
6644,44,7,48
6645,51,10,48
6646,33,11,48
6647,48,13,48
6648,47,9,48
6649,26,3,48
6650,53,10,48
6651,43,13,48
6652,56,8,48
6653,56,11,48
6654,32,12,48
6655,47,16,48
6656,41,12,48
6657,10,10,48
6658,47,9,48
6659,39,11,48
6660,57,10,48
6661,51,12,48
6662,58,12,48
6663,36,5,48
6664,49,9,48
6665,23,9,48
6666,53,13,48
6667,55,15,48
6668,49,11,48
6669,48,7,48
6670,48,7,48
6671,49,11,48
6672,47,12,48
6673,37,9,48
6674,50,10,48
6675,49,10,48
6676,46,10,48
6677,49,9,48
6678,49,12,48
6679,54,7,47
6680,44,11,47
6681,46,14,47
6682,50,9,47
6683,52,18,47
6684,33,13,47
6685,47,10,47
6686,53,13,47
6687,42,6,47
6688,50,12,47
6689,49,3,47
6690,49,13,47
6691,39,7,47
6692,39,8,47
6693,45,12,47
6694,28,10,47
6695,49,14,47
6696,52,14,47
6697,45,10,47
6698,52,7,47
6699,50,11,47
6700,52,13,47
6701,43,13,47
6702,43,8,47
6703,27,13,47
6704,40,10,47
6705,41,7,47
6706,54,10,47
6707,51,8,47
6708,50,5,47
6709,40,14,47
6710,46,11,47
6711,47,10,47
6712,47,13,47
6713,47,14,47
6714,54,7,47
6715,37,11,47
6716,17,9,47
6717,55,10,47
6718,44,14,47
6719,38,14,47
6720,35,12,47
6721,50,12,47
6722,35,11,47
6723,49,11,47
6724,49,12,47
6725,55,13,47
6726,18,9,47
6727,48,15,47
6728,41,10,47
6729,49,13,47
6730,49,14,47
6731,56,9,47
6732,49,13,47
6733,53,11,47
6734,29,9,47
6735,41,10,47
6736,35,12,47
6737,41,12,46
6738,43,11,46
6739,59,9,46
6740,33,10,46
6741,40,11,46
6742,51,12,46
6743,47,12,46
6744,40,13,46
6745,49,8,46
6746,50,12,46
6747,51,16,46
6748,47,12,46
6749,53,8,46
6750,47,12,46
6751,46,13,46
6752,56,13,46
6753,42,6,46
6754,57,12,46
6755,35,14,46
6756,49,11,46
6757,23,11,46
6758,57,13,46
6759,12,12,46
6760,44,6,46
6761,49,14,46
6762,43,10,46
6763,47,10,46
6764,31,8,46
6765,52,10,46
6766,25,15,46
6767,52,7,46
6768,42,14,46
6769,45,11,46
6770,41,11,46
6771,43,11,46
6772,48,9,46
6773,45,11,46
6774,47,11,46
6775,36,6,46
6776,51,13,46
6777,47,12,46
6778,42,10,46
6779,29,6,46
6780,31,8,46
6781,26,9,46
6782,53,13,46
6783,49,11,46
6784,51,13,46
6785,52,10,46
6786,53,8,46
6787,55,14,46
6788,49,11,46
6789,47,11,46
6790,56,11,46
6791,43,11,46
6792,56,5,46
6793,46,14,45
6794,44,12,45
6795,46,12,45
6796,43,7,45
6797,22,11,45
6798,61,11,45
6799,48,16,45
6800,45,15,45
6801,53,9,45
6802,40,7,45
6803,45,14,45
6804,45,12,45
6805,47,7,45
6806,50,11,45
6807,55,12,45
6808,43,10,45
6809,49,11,45
6810,43,10,45
6811,48,14,45
6812,49,12,45
6813,45,13,45
6814,45,12,45
6815,33,9,45
6816,44,14,45
6817,43,14,45
6818,52,9,45
6819,45,12,45
6820,49,7,45
6821,45,10,45
6822,30,8,45
6823,41,13,45
6824,25,5,45
6825,45,7,45
6826,48,13,45
6827,52,13,45
6828,40,8,45
6829,51,13,45
6830,50,14,45
6831,49,13,45
6832,30,14,45
6833,55,9,45
6834,50,9,45
6835,30,6,45
6836,42,10,45
6837,54,10,45
6838,24,11,45
6839,48,12,45
6840,51,12,45
6841,47,7,45
6842,52,11,45
6843,50,10,45
6844,27,13,45
6845,38,14,45
6846,28,12,45
6847,39,10,45
6848,48,10,45
6849,47,13,45
6850,37,14,45
6851,48,10,45
6852,43,9,45
6853,48,8,45
6854,34,12,45
6855,45,6,45
6856,26,13,44
6857,60,13,44
6858,51,13,44
6859,41,13,44
6860,40,14,44
6861,45,8,44
6862,45,11,44
6863,45,13,44
6864,43,13,44
6865,45,11,44
6866,47,12,44
6867,55,12,44
6868,54,5,44
6869,46,9,44
6870,54,10,44
6871,37,12,44
6872,50,14,44
6873,44,3,44
6874,49,6,44
6875,48,10,44
6876,57,13,44
6877,41,12,44
6878,41,12,44
6879,45,8,44
6880,50,15,44
6881,50,11,44
6882,54,14,44
6883,40,12,44
6884,21,11,44
6885,44,10,44
6886,48,10,44
6887,49,10,44
6888,52,11,44
6889,46,7,44
6890,50,11,44
6891,56,11,44
6892,50,13,44
6893,30,7,44
6894,52,15,44
6895,48,11,44
6896,43,9,44
6897,42,12,44
6898,52,16,44
6899,37,11,44
6900,45,11,44
6901,46,8,44
6902,45,4,44
6903,37,15,44
6904,52,13,44
6905,51,10,44
6906,25,10,44
6907,44,12,44
6908,52,10,44
6909,40,6,44
6910,51,12,44
6911,48,16,44
6912,43,11,44
6913,47,14,44
6914,51,4,43
6915,48,11,43
6916,50,15,43
6917,52,8,43
6918,40,4,43
6919,43,13,43
6920,36,13,43
6921,51,14,43
6922,46,9,43
6923,37,7,43
6924,33,15,43
6925,51,13,43
6926,52,9,43
6927,47,8,43
6928,51,14,43
6929,51,14,43
6930,50,13,43
6931,45,13,43
6932,50,15,43
6933,52,11,43
6934,37,12,43
6935,42,10,43
6936,48,15,43
6937,52,6,43
6938,46,12,43
6939,21,7,43
6940,45,10,43
6941,50,13,43
6942,48,12,43
6943,47,13,43
6944,44,14,43
6945,11,7,43
6946,49,6,43
6947,50,6,43
6948,33,5,43
6949,39,11,43
6950,51,13,43
6951,52,9,43
6952,49,10,43
6953,24,11,43
6954,46,15,43
6955,48,12,43
6956,46,13,43
6957,33,9,43
6958,39,9,43
6959,63,12,43
6960,32,3,43
6961,40,11,43
6962,30,14,43
6963,48,11,43
6964,47,13,43
6965,40,9,43
6966,25,8,43
6967,49,13,43
6968,53,15,43
6969,52,10,43
6970,57,11,43
6971,52,15,43
6972,55,13,43
6973,36,11,43
6974,14,12,43
6975,53,11,43
6976,18,12,43
6977,47,9,43
6978,55,10,43
6979,39,11,43
6980,60,14,43
6981,48,7,43
6982,39,12,43
6983,27,7,43
6984,51,10,43
6985,36,13,43
6986,50,12,43
6987,34,12,42
6988,17,11,42
6989,49,12,42
6990,54,13,42
6991,51,12,42
6992,41,6,42
6993,47,13,42
6994,45,14,42
6995,55,3,42
6996,43,11,42
6997,32,12,42
6998,46,10,42
6999,41,8,42
7000,45,9,42
7001,46,6,42
7002,40,11,42
7003,45,15,42
7004,46,12,42
7005,51,13,42
7006,23,13,42
7007,27,12,42
7008,50,13,42
7009,34,13,42
7010,48,11,42
7011,53,14,42
7012,47,14,42
7013,45,12,42
7014,45,11,42
7015,42,10,42
7016,40,9,42
7017,49,14,42
7018,55,14,42
7019,49,14,42
7020,29,11,42
7021,46,10,42
7022,27,12,42
7023,36,11,42
7024,27,16,42
7025,49,9,42
7026,51,12,42
7027,25,14,42
7028,49,12,42
7029,47,11,42
7030,45,13,42
7031,29,13,42
7032,36,10,42
7033,32,7,42
7034,42,15,42
7035,48,9,42
7036,41,14,42
7037,40,12,42
7038,36,14,42
7039,21,7,42
7040,54,12,42
7041,53,12,42
7042,28,14,42
7043,41,13,42
7044,50,9,42
7045,35,13,42
7046,52,16,42
7047,47,11,42
7048,51,13,42
7049,33,13,42
7050,43,13,42
7051,29,7,42
7052,34,10,42
7053,57,13,42
7054,17,13,42
7055,39,13,42
7056,46,12,42
7057,35,7,42
7058,51,12,42
7059,48,11,42
7060,30,3,42
7061,9,12,42
7062,36,10,42
7063,47,10,41
7064,48,11,41
7065,6,8,41
7066,49,11,41
7067,35,11,41
7068,34,12,41
7069,44,15,41
7070,36,14,41
7071,51,11,41
7072,38,10,41
7073,58,15,41
7074,47,12,41
7075,51,14,41
7076,22,4,41
7077,46,11,41
7078,48,17,41
7079,42,13,41
7080,55,11,41
7081,46,13,41
7082,44,12,41
7083,47,15,41
7084,62,9,41
7085,50,11,41
7086,45,9,41
7087,52,11,41
7088,54,13,41
7089,55,13,41
7090,47,16,41
7091,43,12,41
7092,53,8,41
7093,45,10,41
7094,43,11,41
7095,51,14,41
7096,49,10,41
7097,52,10,41
7098,41,7,41
7099,47,8,41
7100,50,15,41
7101,53,13,41
7102,45,7,41
7103,49,13,41
7104,45,10,41
7105,32,15,41
7106,56,13,41
7107,53,13,41
7108,43,13,41
7109,55,10,41
7110,47,13,41
7111,46,12,41
7112,51,11,41
7113,50,11,41
7114,44,14,41
7115,53,12,41
7116,35,6,41
7117,24,12,41
7118,47,11,41
7119,46,14,41
7120,51,12,41
7121,42,13,41
7122,21,9,41
7123,52,15,41
7124,55,12,41
7125,55,15,41
7126,36,12,41
7127,53,10,41
7128,48,13,41
7129,47,6,41
7130,35,6,41
7131,18,12,41
7132,31,6,41
7133,52,12,41
7134,53,9,40
7135,41,10,40
7136,52,12,40
7137,43,9,40
7138,47,9,40
7139,55,8,40
7140,55,10,40
7141,51,6,40
7142,53,8,40
7143,53,12,40
7144,37,15,40
7145,53,11,40
7146,51,15,40
7147,27,16,40
7148,39,10,40
7149,47,13,40
7150,45,11,40
7151,51,8,40
7152,53,7,40
7153,51,14,40
7154,52,14,40
7155,53,12,40
7156,47,11,40
7157,46,15,40
7158,49,11,40
7159,54,12,40
7160,30,13,40
7161,40,8,40
7162,46,11,40
7163,47,12,40
7164,50,10,40
7165,53,14,40
7166,53,11,40
7167,38,5,40
7168,44,13,40
7169,44,10,40
7170,35,11,40
7171,25,8,40
7172,20,9,40
7173,50,13,40
7174,46,15,40
7175,36,9,40
7176,33,14,40
7177,56,12,40
7178,45,9,40
7179,59,13,40
7180,43,13,40
7181,46,12,40
7182,50,13,40
7183,48,17,40
7184,44,13,40
7185,25,7,40
7186,35,12,40
7187,42,8,40
7188,59,14,40
7189,47,11,40
7190,52,11,40
7191,53,12,40
7192,50,10,40
7193,45,10,40
7194,55,17,40
7195,13,11,40
7196,30,11,40
7197,51,12,40
7198,54,13,40
7199,46,9,40
7200,34,4,40
7201,32,10,39
7202,44,11,39
7203,32,13,39
7204,10,10,39
7205,45,13,39
7206,52,13,39
7207,31,7,39
7208,52,15,39
7209,58,13,39
7210,42,10,39
7211,42,7,39
7212,46,13,39
7213,43,8,39
7214,48,13,39
7215,48,12,39
7216,33,10,39
7217,49,14,39
7218,42,14,39
7219,49,11,39
7220,52,10,39
7221,50,11,39
7222,43,13,39
7223,55,12,39
7224,49,11,39
7225,51,14,39
7226,48,6,39
7227,44,12,39
7228,41,14,39
7229,34,13,39
7230,43,11,39
7231,43,11,39
7232,45,10,39
7233,26,8,39
7234,39,13,39
7235,53,11,39
7236,56,12,39
7237,27,11,39
7238,19,10,39
7239,40,7,39
7240,40,11,39
7241,32,14,39
7242,20,14,39
7243,47,5,39
7244,53,7,39
7245,50,13,39
7246,48,14,39
7247,49,12,39
7248,35,14,39
7249,56,12,39
7250,48,12,39
7251,10,5,39
7252,45,8,39
7253,47,16,39
7254,25,8,39
7255,44,10,39
7256,48,14,39
7257,55,3,39
7258,57,12,39
7259,46,10,39
7260,37,15,39
7261,24,12,39
7262,40,11,39
7263,47,7,39
7264,52,10,39
7265,45,9,39
7266,54,16,39
7267,50,14,39
7268,36,15,39
7269,47,14,39
7270,55,11,39
7271,18,12,39
7272,50,13,39
7273,43,10,39
7274,42,12,39
7275,44,16,39
7276,44,12,38
7277,51,7,38
7278,33,13,38
7279,51,14,38
7280,39,13,38
7281,41,7,38
7282,48,11,38
7283,47,12,38
7284,50,10,38
7285,11,13,38
7286,52,17,38
7287,48,13,38
7288,48,11,38
7289,50,13,38
7290,30,6,38
7291,37,10,38
7292,33,9,38
7293,32,18,38
7294,57,14,38
7295,55,12,38
7296,43,14,38
7297,36,10,38
7298,40,13,38
7299,46,11,38
7300,46,9,38
7301,39,11,38
7302,47,5,38
7303,40,11,38
7304,54,7,38
7305,38,11,38
7306,37,10,38
7307,34,9,38
7308,57,12,38
7309,54,7,38
7310,45,10,38
7311,36,13,38
7312,54,13,38
7313,20,6,38
7314,53,7,38
7315,53,14,38
7316,16,9,38
7317,47,9,38
7318,48,7,38
7319,54,16,38
7320,54,14,38
7321,46,11,38
7322,43,12,38
7323,46,5,38
7324,50,10,38
7325,47,13,38
7326,44,13,38
7327,52,13,38
7328,54,10,38
7329,48,10,38
7330,23,13,38
7331,39,13,38
7332,46,8,38
7333,43,11,38
7334,45,6,38
7335,49,10,38
7336,35,10,38
7337,54,15,38
7338,50,12,38
7339,44,7,38
7340,52,12,38
7341,31,9,38
7342,51,8,38
7343,52,14,38
7344,57,10,38
7345,53,10,38
7346,60,11,38
7347,48,13,38
7348,38,11,38
7349,35,9,38
7350,39,11,38
7351,50,10,38
7352,41,14,38
7353,45,11,38
7354,51,15,38
7355,47,6,38
7356,41,8,38
7357,30,12,38
7358,50,13,37
7359,52,11,37
7360,39,9,37
7361,38,12,37
7362,52,14,37
7363,52,9,37
7364,58,14,37
7365,42,13,37
7366,52,12,37
7367,54,12,37
7368,48,9,37
7369,45,8,37
7370,53,12,37
7371,19,13,37
7372,21,12,37
7373,50,7,37
7374,30,9,37
7375,52,13,37
7376,43,15,37
7377,30,6,37
7378,54,11,37
7379,52,12,37
7380,54,11,37
7381,51,13,37
7382,45,7,37
7383,60,14,37
7384,48,10,37
7385,33,6,37
7386,49,11,37
7387,37,10,37
7388,42,12,37
7389,54,11,37
7390,43,6,37
7391,32,10,37
7392,41,10,37
7393,50,12,37
7394,52,11,37
7395,54,9,37
7396,53,12,37
7397,49,12,37
7398,39,9,37
7399,34,10,37
7400,47,6,37
7401,49,13,37
7402,50,12,37
7403,46,13,37
7404,48,13,37
7405,46,13,37
7406,37,13,37
7407,31,9,37
7408,52,10,37
7409,26,9,37
7410,46,10,37
7411,49,5,37
7412,46,11,37
7413,58,14,37
7414,43,4,37
7415,54,10,37
7416,43,7,37
7417,53,14,37
7418,45,12,37
7419,49,8,37
7420,38,11,37
7421,39,12,37
7422,45,15,37
7423,47,12,37
7424,48,11,37
7425,50,13,37
7426,49,7,37
7427,54,14,37
7428,45,10,37
7429,24,5,37
7430,46,13,37
7431,45,10,37
7432,56,12,37
7433,53,13,37
7434,15,4,37
7435,44,7,36
7436,42,14,36
7437,47,13,36
7438,44,9,36
7439,38,10,36
7440,45,7,36
7441,17,8,36
7442,20,10,36
7443,49,13,36
7444,28,9,36
7445,45,14,36
7446,31,6,36
7447,45,11,36
7448,47,12,36
7449,52,13,36
7450,53,8,36
7451,44,10,36
7452,27,15,36
7453,48,11,36
7454,57,12,36
7455,46,16,36
7456,52,12,36
7457,54,18,36
7458,40,9,36
7459,45,7,36
7460,47,12,36
7461,49,12,36
7462,41,10,36
7463,34,13,36
7464,35,13,36
7465,54,11,36
7466,41,11,36
7467,56,12,36
7468,49,11,36
7469,41,13,36
7470,45,12,36
7471,32,11,36
7472,41,13,36
7473,45,7,36
7474,42,15,36
7475,33,7,36
7476,32,5,36
7477,45,15,36
7478,46,8,36
7479,32,13,36
7480,49,10,36
7481,34,11,36
7482,42,13,36
7483,48,10,36
7484,54,14,36
7485,41,10,36
7486,37,11,36
7487,51,14,36
7488,37,8,36
7489,34,11,36
7490,45,11,36
7491,38,7,36
7492,51,13,36
7493,48,11,36
7494,44,9,36
7495,33,9,36
7496,47,12,36
7497,45,10,36
7498,42,10,36
7499,15,6,36
7500,44,12,36
7501,51,6,36
7502,53,12,36
7503,25,9,36
7504,51,12,36
7505,19,10,36
7506,52,12,36
7507,56,9,36
7508,48,14,36
7509,36,10,36
7510,52,13,36
7511,54,13,36
7512,43,8,36
7513,46,16,36
7514,46,8,36
7515,14,10,36
7516,60,13,36
7517,57,7,36
7518,38,11,36
7519,55,12,36
7520,52,8,36
7521,31,6,35
7522,57,12,35
7523,48,14,35
7524,49,7,35
7525,48,14,35
7526,34,15,35
7527,43,12,35
7528,48,9,35
7529,45,11,35
7530,39,7,35
7531,48,10,35
7532,55,11,35
7533,62,11,35
7534,49,15,35
7535,60,10,35
7536,46,12,35
7537,42,16,35
7538,36,12,35
7539,35,6,35
7540,28,14,35
7541,50,11,35
7542,28,16,35
7543,37,12,35
7544,33,8,35
7545,49,8,35
7546,60,9,35
7547,34,7,35
7548,26,11,35
7549,45,8,35
7550,48,8,35
7551,56,9,35
7552,57,10,35
7553,37,15,35
7554,41,8,35
7555,44,14,35
7556,30,12,35
7557,36,9,35
7558,47,14,35
7559,20,14,35
7560,31,11,35
7561,53,10,35
7562,51,14,35
7563,44,10,35
7564,45,8,35
7565,54,4,35
7566,52,9,35
7567,57,12,35
7568,54,10,35
7569,47,14,35
7570,49,12,35
7571,52,12,35
7572,51,16,35
7573,37,7,35
7574,64,3,35
7575,26,10,35
7576,54,11,35
7577,47,9,35
7578,41,14,35
7579,21,13,35
7580,49,8,35
7581,54,12,35
7582,48,14,35
7583,49,8,35
7584,46,13,35
7585,51,10,35
7586,48,17,35
7587,48,8,35
7588,49,13,35
7589,52,13,35
7590,51,12,35
7591,49,9,35
7592,38,9,35
7593,12,5,35
7594,53,11,35
7595,18,12,35
7596,37,7,35
7597,13,10,35
7598,15,9,35
7599,50,15,35
7600,52,10,35
7601,51,13,35
7602,48,13,35
7603,51,12,35
7604,52,10,35
7605,45,14,35
7606,47,11,34
7607,54,15,34
7608,39,13,34
7609,55,15,34
7610,42,12,34
7611,43,9,34
7612,38,11,34
7613,47,13,34
7614,39,8,34
7615,46,10,34
7616,51,10,34
7617,47,12,34
7618,49,11,34
7619,39,8,34
7620,46,11,34
7621,38,8,34
7622,25,11,34
7623,55,12,34
7624,54,8,34
7625,44,12,34
7626,52,13,34
7627,50,12,34
7628,52,9,34
